"Update hadoop.version in the trunk, which is causing compilation failure",HDFS-13952,"<hadoop.version>3.2.0-SNAPSHOT</hadoop.version> to

<hadoop.version>3.3.0-SNAPSHOT</hadoop.version>

聽

On trunk compilation failure:

[WARNING] Rule 0: org.apache.maven.plugins.enforcer.RequireProperty failed with message:
The hadoop.version property should be set and should be 3.3.0-SNAPSHOT."
regarding HDFS-RAID,HDFS-2600,"I've tried to do HDFS-RAID over hadoop-0.21.0 ...
 
But, It's failed to raid when I've tried to start raidnode (start-raidnode.sh)
 
What do I have to correct it?
 
This is the information. Would you tell me how to correct it?
 
Namenode : xxx.23.129.40:9006
Datanode: xxx.23.129.39, 38
Raidnode : xxx.23.129.40 ( I want to seperate raidnoe from namenode, how can I do?)
 
* hdfs-site.xml
  <name>hdfs.raid.locations</name>
    <value>hdfs://xxx.23.129.40:9006/raid</value>   
=>  (What's the meaning of this, which address do I have to write down?)
    <description>The location for parity files. If this is
      is not defined, then defaults to /raid.
    </description>
  </property>
 
* raid.xml
<configuration>
    <srcPath prefix=""hdfs://xxx.23.129.40:9006/TEST"">  
=>  (What's the meaning of this, which address do I have to write down?)
      <policy name = ""TEST"">          =>  (What's this? )
        <property>
          <name>srcReplication</name>
          <value>3</value>
          <description> pick files for RAID only if their replication factor is
                        greater than or equal to this value.
          </description>
        </property>
        <property>
          <name>targetReplication</name>
          <value>2</value>
          <description> after RAIDing, decrease the replication factor of a file to
                        this value.
          </description>
        </property>
        <property>
          <name>metaReplication</name>
          <value>2</value>
          <description> the replication factor of the RAID meta file
          </description>
        </property>
        <property>
          <name>modTimePeriod</name>
          <value>100</value>
          <description> time (milliseconds) after a file is modified to make it a
                        candidate for RAIDing
          </description>
        </property>
 
 
*log:  when start-raidnode.sh

/************************************************************
SHUTDOWN_MSG: Shutting down RaidNode at test40/xxx.23.129.40
************************************************************/
2011-11-25 23:59:13,417 INFO org.apache.hadoop.raid.RaidNode: STARTUP_MSG: 
/************************************************************
STARTUP_MSG: Starting RaidNode
STARTUP_MSG:   host = test40/xxx.23.129.40
STARTUP_MSG:   args = []
STARTUP_MSG:   version = 0.21.0
************************************************************/
2011-11-25 23:59:13,518 ERROR org.apache.hadoop.raid.ConfigManager: Reloading config 

file /KTBHOME/hadoop/hadoop/conf/raid.xml
2011-11-25 23:59:13,611 INFO org.apache.hadoop.security.Groups: Group mapping 

impl=org.apache.hadoop.security.ShellBasedUnixGroupsMapping; cacheTimeout=300000
2011-11-25 23:59:13,647 WARN org.apache.hadoop.conf.Configuration: mapred.task.id is 

deprecated. Instead, use mapreduce.task.attempt.id
2011-11-25 23:59:13,714 INFO org.apache.hadoop.raid.ConfigManager: 

TEST.srcReplication = 3
2011-11-25 23:59:13,714 INFO org.apache.hadoop.raid.ConfigManager: 

TEST.targetReplication = 2
2011-11-25 23:59:13,715 INFO org.apache.hadoop.raid.ConfigManager: 

TEST.metaReplication = 2
2011-11-25 23:59:13,715 INFO org.apache.hadoop.raid.ConfigManager: 

TEST.modTimePeriod = 100
2011-11-25 23:59:13,716 INFO org.apache.hadoop.raid.ConfigManager: 

k_table1.targetReplication = 1
2011-11-25 23:59:13,716 INFO org.apache.hadoop.raid.ConfigManager: 

k_table1.metaReplication = 2
2011-11-25 23:59:13,716 INFO org.apache.hadoop.raid.ConfigManager: 

k_table1.modTimePeriod = 100
2011-11-25 23:59:13,728 INFO org.apache.hadoop.ipc.Server: Starting SocketReader
2011-11-25 23:59:13,751 INFO org.apache.hadoop.ipc.metrics.RpcMetrics: Initializing 

RPC Metrics with hostName=RaidNode, port=60000
2011-11-25 23:59:13,810 INFO org.apache.hadoop.ipc.metrics.RpcDetailedMetrics: 

Initializing RPC Metrics with hostName=RaidNode, port=60000
2011-11-25 23:59:13,812 INFO org.apache.hadoop.raid.RaidNode: RaidNode up at: 

/127.0.0.1:60000
2011-11-25 23:59:13,813 INFO org.apache.hadoop.ipc.Server: IPC Server Responder: 

starting
2011-11-25 23:59:13,813 INFO org.apache.hadoop.ipc.Server: IPC Server listener on 

60000: starting
2011-11-25 23:59:13,814 INFO org.apache.hadoop.ipc.Server: IPC Server handler 0 on 

60000: starting
2011-11-25 23:59:13,814 INFO org.apache.hadoop.ipc.Server: IPC Server handler 1 on 

60000: starting
2011-11-25 23:59:13,815 INFO org.apache.hadoop.ipc.Server: IPC Server handler 2 on 

60000: starting
2011-11-25 23:59:13,815 INFO org.apache.hadoop.ipc.Server: IPC Server handler 3 on 

60000: starting
2011-11-25 23:59:13,815 INFO org.apache.hadoop.ipc.Server: IPC Server handler 4 on 

60000: starting
2011-11-25 23:59:13,815 INFO org.apache.hadoop.ipc.Server: IPC Server handler 5 on 

60000: starting
2011-11-25 23:59:13,815 INFO org.apache.hadoop.ipc.Server: IPC Server handler 6 on 

60000: starting
2011-11-25 23:59:13,816 INFO org.apache.hadoop.ipc.Server: IPC Server handler 7 on 

60000: starting
2011-11-25 23:59:13,816 INFO org.apache.hadoop.ipc.Server: IPC Server handler 8 on 

60000: starting
2011-11-25 23:59:13,816 INFO org.apache.hadoop.ipc.Server: IPC Server handler 9 on 

60000: starting
2011-11-25 23:59:13,818 INFO org.apache.hadoop.raid.RaidNode: Triggering Policy 

Filter TEST hdfs://xxx.23.129.40:9006/TEST
2011-11-25 23:59:13,819 INFO org.apache.hadoop.raid.RaidNode: Started archive scan
2011-11-25 23:59:13,828 INFO org.apache.hadoop.raid.RaidNode: No filtered paths for 

policy TEST
2011-11-25 23:59:13,828 INFO org.apache.hadoop.raid.RaidNode: Triggering Policy 
Filter k_table1 hdfs://xxx.23.129.40:9006
2011-11-25 23:59:13,829 INFO org.apache.hadoop.raid.RaidNode: No filtered paths for 
policy k_table1"
hftp token renewal uses wrong port,HDFS-2326,"MAPREDUCE-2764 introduced a new method for token renewal.  The change appears to have a problem renewing hftp tokens.  The {{setDelegationToken}} method will reset the token's service to contain the remote rpc port.  However, the renewer expects it to be the remote https port."
"when i put data in hadoop cluster,there is a severe problem ",HDFS-2262,"the datanode always give the message
Receiving one packet for block blk_******* of length 65536 seqno 204625 offsetInBlock 5917184 lastPacketInBlock false
PacketResponder 0 seqno=-2 for block blk_******** waiting for local datanode to finish write
Receiving one packet for block blk_******* of length 65536 seqno 204626 offsetInBlock 5982208 lastPacketInBlock false
PacketResponder 0 seqno=-2 for block blk_******** waiting for local datanode to finish write
...........
......
IOException in BlockReceiver.run()
java.io.IOException:No temprary file /mnt/data5/dfs/data/blocksBeingWritten/blk_****  for block_****_1461
    at org.apache.hadoop.hdfs.server.datanode.FSDateset.finalizeBlockInternal(FSdataset.java 1393)
    at org.apache.hadoop.hdfs.server.datanode.FSDateset.finalizeBlock(FSdataset.java 1370)
"
HDFS Contrib project ivy dependencies are not included in binary target,HDFS-768,"As in HADOOP-6370, only Hadoop's own library dependencies are promoted to ${build.dir}/lib; any libraries required by contribs are not redistributed."
TestFileConcurrentReader test case is still timing out / failing,HDFS-1401,"The unit test case, TestFileConcurrentReader after its most recent fix in HDFS-1310 still times out when using java 1.6.0_07.  When using java 1.6.0_07, the test case simply hangs.  On apache Hudson build ( which possibly is using a higher sub-version of java) this test case has presented an inconsistent test result that it sometimes passes, some times fails. For example, between the most recent build 423, 424 and build 425, there is no effective change, however, the test case failed on build 424 and passed on build 425

build 424 test failed
https://hudson.apache.org/hudson/job/Hadoop-Hdfs-trunk/424/testReport/org.apache.hadoop.hdfs/TestFileConcurrentReader/

build 425 test passed
https://hudson.apache.org/hudson/job/Hadoop-Hdfs-trunk/425/testReport/org.apache.hadoop.hdfs/TestFileConcurrentReader/"
Unit test org.apache.hadoop.dfs.TestBalancer fails on Solaris with a timeout,HDFS-40,"Unit test org.apache.hadoop.dfs.TestBalancer fails on Solaris with a timeout

The console output is located at:
http://hudson.zones.apache.org/hudson/job/Hadoop-trunk/lastBuild/console

Seems like the test was able to get the cluster balanced and then failed:

    [junit] The cluster is balanced. Exiting...
    [junit] 2008-02-05 17:18:22,215 INFO  dfs.StateChange (FSNamesystem.java:allocateBlock(1288)) - BLOCK* NameSystem.allocateBlock: /system/balancer.id. blk_3509566446573704077
    [junit] 2008-02-05 17:18:22,216 INFO  dfs.DataNode (DataNode.java:writeBlock(1048)) - Receiving block blk_3509566446573704077 src: /127.0.0.1:34105 dest: /127.0.0.1:34083
    [junit] 2008-02-05 17:18:22,217 INFO  dfs.DataNode (DataNode.java:writeBlock(1141)) - Datanode 0 forwarding connect ack to upstream firstbadlink is 
    [junit] 2008-02-05 17:18:22,218 INFO  dfs.DataNode (DataNode.java:receivePacket(2175)) - Receiving empty packet for block blk_3509566446573704077
    [junit] 2008-02-05 17:18:22,218 INFO  dfs.DataNode (DataNode.java:lastDataNodeRun(1775)) - Received block blk_3509566446573704077 of size 3 from /127.0.0.1
    [junit] 2008-02-05 17:18:22,218 INFO  dfs.DataNode (DataNode.java:lastDataNodeRun(1793)) - PacketResponder 0 for block blk_3509566446573704077 terminating
    [junit] 2008-02-05 17:18:22,219 INFO  dfs.StateChange (FSNamesystem.java:addStoredBlock(2485)) - BLOCK* NameSystem.addStoredBlock: blockMap updated: 127.0.0.1:34083 is added to blk_3509566446573704077 size 3
    [junit] 2008-02-05 17:18:22,254 INFO  dfs.StateChange (FSNamesystem.java:deleteInternal(1473)) - BLOCK* NameSystem.delete: blk_5642678384995114695 is added to invalidSet of 127.0.0.1:34083
    [junit] 2008-02-05 17:18:22,254 INFO  dfs.StateChange (FSNamesystem.java:deleteInternal(1473)) - BLOCK* NameSystem.delete: blk_3982250783996683858 is added to invalidSet of 127.0.0.1:34083
    [junit] 2008-02-05 17:18:22,255 INFO  dfs.StateChange (FSNamesystem.java:deleteInternal(1473)) - BLOCK* NameSystem.delete: blk_3509566446573704077 is added to invalidSet of 127.0.0.1:34083
    [junit] Balancing took 1.773 seconds
    [junit] 2008-02-05 17:18:23,601 INFO  dfs.StateChange (FSNamesystem.java:blocksToInvalidate(3013)) - BLOCK* NameSystem.blockToInvalidate: ask 127.0.0.1:34066 to delete  blk_-7040479509416829015 blk_7804526723654242046 blk_-7913732279285380423 blk_-4517202454091217528 blk_-7200213733738623986 blk_3308335641891931015 blk_-7617910363506885261 blk_-6988117892488064923 blk_-8927068573243769130
    [junit] 2008-02-05 17:18:23,601 INFO  dfs.StateChange (FSNamesystem.java:blocksToInvalidate(3013)) - BLOCK* NameSystem.blockToInvalidate: ask 127.0.0.1:34083 to delete  blk_5642678384995114695 blk_3982250783996683858 blk_3509566446573704077
    [junit] Running org.apache.hadoop.dfs.TestBalancer
    [junit] Tests run: 1, Failures: 0, Errors: 1, Time elapsed: 0 sec
    [junit] Test org.apache.hadoop.dfs.TestBalancer FAILED (timeout)
"
Backporting HDFS-12882 to branch-3.0: Support full open(PathHandle) contract in HDFS,HDFS-14159,"This task aims to backport聽HDFS-12882 and some connecting commits to branch-3.0 without introducing API incompatibilities.

In order to be able to cleanly backport, first HDFS-7878, then HDFS-12877 should be backported to that branch as well (both can be executed cleanly, and with build success).

Also, this patch would also introduce API backward incompatibilities in hadoop-hdfs-client, and we should聽modify it to a compat change (similar as in HDFS-13830 fought with this problem).

聽"
hdfsread crash when reading data reaches to 128M,HDFS-10369,"see code below, it would crash after   printf(""hdfsGetDefaultBlockSize2:%d, ret:%d\n"", hdfsGetDefaultBlockSize(fs), ret);
  
hdfsFile read_file = hdfsOpenFile(fs, ""/testpath"", O_RDONLY, 0, 0, 1); 
  int total = hdfsAvailable(fs, read_file);
  printf(""Total:%d\n"", total);
  char* buffer = (char*)malloc(sizeof(size+1) * sizeof(char));
  int ret = -1; 
  int len = 0;
  ret = hdfsSeek(fs, read_file, 134152192);
  printf(""hdfsGetDefaultBlockSize1:%d, ret:%d\n"", hdfsGetDefaultBlockSize(fs), ret);
  ret = hdfsRead(fs, read_file, (void*)buffer, size);
  printf(""hdfsGetDefaultBlockSize2:%d, ret:%d\n"", hdfsGetDefaultBlockSize(fs), ret);
  ret = hdfsRead(fs, read_file, (void*)buffer, size);
  printf(""hdfsGetDefaultBlockSize3:%d, ret:%d\n"", hdfsGetDefaultBlockSize(fs), ret);
  return 0;"
TestConfigurationFieldsBase.testCompareConfigurationClassAgainstXml fails due to missing dfs.image.string-tables.expanded from hdfs-defaults.xml,HDFS-14100,After聽HDFS-13882聽TestConfigurationFieldsBase.testCompareConfigurationClassAgainstXml聽requires hdfs-defaults.xml to have dfs.image.string-tables.expanded added and populated with a default value.
[SPS]: Fix the branch review comments,HDFS-13084,"Fix the review comments provided by [~daryn]

聽"
Add docs for NameNode initializeSharedEdits and bootstrapStandby commands,HDFS-3455,"We've made the HA setup easier by adding new flags to the namenode to automatically set up the standby. But, we didn't document them yet. We should amend the HDFSHighAvailability.apt.vm docs to include this."
TestHttpFSWithKerberos failed,HDFS-11255,"{noformat}
$ mvn test -P\!shelltest -Dtest=TestHttpFSWithKerberos
...
Running org.apache.hadoop.fs.http.server.TestHttpFSWithKerberos
Tests run: 6, Failures: 1, Errors: 5, Skipped: 0, Time elapsed: 7.356 sec <<< FAILURE! - in org.apache.hadoop.fs.http.server.TestHttpFSWithKerberos
testDelegationTokenWithWebhdfsFileSystem(org.apache.hadoop.fs.http.server.TestHttpFSWithKerberos)  Time elapsed: 4.73 sec  <<< ERROR!
org.apache.hadoop.security.KerberosAuthException: Login failure for user: client from keytab /Users/tucu/tucu.keytab javax.security.auth.login.LoginException: Unable to obtain password from user

        at com.sun.security.auth.module.Krb5LoginModule.promptForPass(Krb5LoginModule.java:897)
        at com.sun.security.auth.module.Krb5LoginModule.attemptAuthentication(Krb5LoginModule.java:760)
        at com.sun.security.auth.module.Krb5LoginModule.login(Krb5LoginModule.java:617)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:498)
        at javax.security.auth.login.LoginContext.invoke(LoginContext.java:755)
        at javax.security.auth.login.LoginContext.access$000(LoginContext.java:195)
        at javax.security.auth.login.LoginContext$4.run(LoginContext.java:682)
        at javax.security.auth.login.LoginContext$4.run(LoginContext.java:680)
        at java.security.AccessController.doPrivileged(Native Method)
        at javax.security.auth.login.LoginContext.invokePriv(LoginContext.java:680)
        at javax.security.auth.login.LoginContext.login(LoginContext.java:587)
        at org.apache.hadoop.security.UserGroupInformation.loginUserFromKeytab(UserGroupInformation.java:1092)
        at org.apache.hadoop.fs.http.server.TestHttpFSWithKerberos.testDelegationTokenWithinDoAs(TestHttpFSWithKerberos.java:239)
        at org.apache.hadoop.fs.http.server.TestHttpFSWithKerberos.testDelegationTokenWithWebhdfsFileSystem(TestHttpFSWithKerberos.java:270)

testInvalidadHttpFSAccess(org.apache.hadoop.fs.http.server.TestHttpFSWithKerberos)  Time elapsed: 1.581 sec  <<< FAILURE!
java.lang.AssertionError: expected:<503> but was:<401>
        at org.junit.Assert.fail(Assert.java:88)
        at org.junit.Assert.failNotEquals(Assert.java:743)
        at org.junit.Assert.assertEquals(Assert.java:118)
        at org.junit.Assert.assertEquals(Assert.java:555)
        at org.junit.Assert.assertEquals(Assert.java:542)
        at org.apache.hadoop.fs.http.server.TestHttpFSWithKerberos.testInvalidadHttpFSAccess(TestHttpFSWithKerberos.java:144)
...
Failed tests: 
  TestHttpFSWithKerberos.testInvalidadHttpFSAccess:144 expected:<503> but was:<401>

Tests in error: 
  TestHttpFSWithKerberos.testDelegationTokenWithWebhdfsFileSystem:270->testDelegationTokenWithinDoAs:239 禄 KerberosAuth
  TestHttpFSWithKerberos.testValidHttpFSAccess:120 禄 Login Unable to obtain pass...
  TestHttpFSWithKerberos.testDelegationTokenWithHttpFSFileSystem:262->testDelegationTokenWithinDoAs:239 禄 KerberosAuth
  TestHttpFSWithKerberos.testDelegationTokenWithHttpFSFileSystemProxyUser:279->testDelegationTokenWithinDoAs:239 禄 KerberosAuth
  TestHttpFSWithKerberos.testDelegationTokenHttpFSAccess:155 禄 Login Unable to o...
{noformat}"
HDFS FILE CREATE APPEND LEASE,HDFS-14031,"org.apache.hadoop.ipc.RemoteException(org.apache.hadoop.hdfs.protocol.AlreadyBeingCreatedException): Failed to APPEND_FILE /mnt/data1/datadir/hive_cluster1/warehouse/singhand_ntcstore.db/singhand_ntc_ip_tmp1/singhand_ntc_ip_log2073 for DFSClient_NONMAPREDUCE_818722237_1 on 172.16.0.166 because DFSClient_NONMAPREDUCE_818722237_1 is already the current lease holder.
聽聽 聽at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.recoverLeaseInternal(FSNamesystem.java:2883)
聽聽 聽at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.appendFileInternal(FSNamesystem.java:2683)
聽聽 聽at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.appendFileInt(FSNamesystem.java:2982)
聽聽 聽at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.appendFile(FSNamesystem.java:2950)
聽聽 聽at org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer.append(NameNodeRpcServer.java:654)
聽聽 聽at org.apache.hadoop.hdfs.protocolPB.ClientNamenodeProtocolServerSideTranslatorPB.append(ClientNamenodeProtocolServerSideTranslatorPB.java:421)
聽聽 聽at org.apache.hadoop.hdfs.protocol.proto.ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2.callBlockingMethod(ClientNamenodeProtocolProtos.java)
聽聽 聽at org.apache.hadoop.ipc.ProtobufRpcEngine$Server$ProtoBufRpcInvoker.call(ProtobufRpcEngine.java:616)
聽聽 聽at org.apache.hadoop.ipc.RPC$Server.call(RPC.java:969)
聽聽 聽at org.apache.hadoop.ipc.Server$Handler$1.run(Server.java:2049)
聽聽 聽at org.apache.hadoop.ipc.Server$Handler$1.run(Server.java:2045)
聽聽 聽at java.security.AccessController.doPrivileged(Native Method)
聽聽 聽at javax.security.auth.Subject.doAs(Subject.java:422)
聽聽 聽at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1657)
聽聽 聽at org.apache.hadoop.ipc.Server$Handler.run(Server.java:2045)

聽聽 聽at org.apache.hadoop.ipc.Client.call(Client.java:1475)
聽聽 聽at org.apache.hadoop.ipc.Client.call(Client.java:1412)
聽聽 聽at org.apache.hadoop.ipc.ProtobufRpcEngine$Invoker.invoke(ProtobufRpcEngine.java:229)
聽聽 聽at com.sun.proxy.$Proxy8.append(Unknown Source)
聽聽 聽at org.apache.hadoop.hdfs.protocolPB.ClientNamenodeProtocolTranslatorPB.append(ClientNamenodeProtocolTranslatorPB.java:328)
聽聽 聽at sun.reflect.GeneratedMethodAccessor10.invoke(Unknown Source)
聽聽 聽at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
聽聽 聽at java.lang.reflect.Method.invoke(Method.java:498)
聽聽 聽at org.apache.hadoop.io.retry.RetryInvocationHandler.invokeMethod(RetryInvocationHandler.java:191)
聽聽 聽at org.apache.hadoop.io.retry.RetryInvocationHandler.invoke(RetryInvocationHandler.java:102)
聽聽 聽at com.sun.proxy.$Proxy9.append(Unknown Source)
聽聽 聽at org.apache.hadoop.hdfs.DFSClient.callAppend(DFSClient.java:1808)
聽聽 聽at org.apache.hadoop.hdfs.DFSClient.append(DFSClient.java:1877)
聽聽 聽at org.apache.hadoop.hdfs.DFSClient.append(DFSClient.java:1847)
聽聽 聽at org.apache.hadoop.hdfs.DistributedFileSystem$4.doCall(DistributedFileSystem.java:340)
聽聽 聽at org.apache.hadoop.hdfs.DistributedFileSystem$4.doCall(DistributedFileSystem.java:336)
聽聽 聽at org.apache.hadoop.fs.FileSystemLinkResolver.resolve(FileSystemLinkResolver.java:81)
聽聽 聽at org.apache.hadoop.hdfs.DistributedFileSystem.append(DistributedFileSystem.java:348)
聽聽 聽at org.apache.hadoop.hdfs.DistributedFileSystem.append(DistributedFileSystem.java:318)
聽聽 聽at org.apache.hadoop.fs.FileSystem.append(FileSystem.java:1164)
聽聽 聽at com.singhand.hdfs.utils.HDFSWriter.appendWriter(HDFSWriter.java:90)
聽聽 聽at com.singhand.ntc.mock.ReadTopic2HDFS.loadData(ReadTopic2HDFS.java:149)
聽聽 聽at com.singhand.ntc.mock.ReadTopic2HDFS.kafka2HDFS(ReadTopic2HDFS.java:74)
聽聽 聽at com.singhand.ntc.mock.ReadTopic2HDFS.main(ReadTopic2HDFS.java:255)"
RBF: Adding trace support,HDFS-13365,We should support HTrace and add spans.
Need 'force close',HDFS-7307,"Until HDFS-4882 and HDFS-7306 get real fixes, operations teams need a way to force close files.  DNs are essentially held hostage by broken clients that never close.  This situation will get worse as longer/permanently running jobs start increasing."
Consolidate the HA NN documentation down to one,HDFS-7777,These are nearly the same document now.  Let's consolidate.
distribute-excludes and refresh-namenodes update to new shell framework,HDFS-7850,These need to get updated to use new shell framework.
NFS hard codes ShellBasedIdMapping,HDFS-7904,The current NFS doesn't allow one to configure an alternative to the shell-based id mapping provider.  
Move the synthetic load generator into its own package,HDFS-8251,"It doesn't really make sense for the HDFS load generator to be a part of the (extremely large) mapreduce jobclient package. It should be pulled out and put its own package, probably in hadoop-tools."
WebHDFS REST v2,HDFS-9055,There's starting to be enough changes to fix and add missing functionality to webhdfs that we should probably update to REST v2.  This also gives us an opportunity to deal with some incompatible issues.
add set/remove quota capability to webhdfs,HDFS-9056,It would be nice to be able to set and remove quotas via WebHDFS.
enable find via WebHDFS,HDFS-9058,It'd be useful to implement find over webhdfs rather than forcing the client to grab a lot of data.
hdfs groups should be exposed via WebHDFS,HDFS-9061,It would be extremely useful from a REST perspective to expose which groups the NN says the user belongs to.
Add liberasurecode support,HDFS-9778,It would be beneficial to use liberasurecode as either supplemental or in lieu of ISA-L in order to provide the widest possible hardware/OS platform and OOB support.  Major software platforms appear to be converging on this library and we should too.
httpfs generates docs in bin tarball ,HDFS-10509,"When building a release, httpfs generates a share/doc/hadoop/httpfs dir with content when it shouldn't."
clearCorruptLazyPersistFiles could crash NameNode,HDFS-13672,"I started a NameNode on a pretty large fsimage. Since the NameNode is started without any DataNodes, all blocks (100 million) are ""corrupt"".

Afterwards I observed FSNamesystem#clearCorruptLazyPersistFiles() held write lock for a long time:

{noformat}
18/06/12 12:37:03 INFO namenode.FSNamesystem: FSNamesystem write lock held for 46024 ms via
java.lang.Thread.getStackTrace(Thread.java:1559)
org.apache.hadoop.util.StringUtils.getStackTrace(StringUtils.java:945)
org.apache.hadoop.hdfs.server.namenode.FSNamesystemLock.writeUnlock(FSNamesystemLock.java:198)
org.apache.hadoop.hdfs.server.namenode.FSNamesystem.writeUnlock(FSNamesystem.java:1689)
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$LazyPersistFileScrubber.clearCorruptLazyPersistFiles(FSNamesystem.java:5532)
org.apache.hadoop.hdfs.server.namenode.FSNamesystem$LazyPersistFileScrubber.run(FSNamesystem.java:5543)
java.lang.Thread.run(Thread.java:748)
        Number of suppressed write-lock reports: 0
        Longest write-lock held interval: 46024
{noformat}

Here's the relevant code:

{code}
      writeLock();

      try {
        final Iterator<BlockInfo> it =
            blockManager.getCorruptReplicaBlockIterator();

        while (it.hasNext()) {
          Block b = it.next();
          BlockInfo blockInfo = blockManager.getStoredBlock(b);
          if (blockInfo.getBlockCollection().getStoragePolicyID() == lpPolicy.getId()) {
            filesToDelete.add(blockInfo.getBlockCollection());
          }
        }

        for (BlockCollection bc : filesToDelete) {
          LOG.warn(""Removing lazyPersist file "" + bc.getName() + "" with no replicas."");
          changed |= deleteInternal(bc.getName(), false, false, false);
        }
      } finally {
        writeUnlock();
      }
{code}
In essence, the iteration over corrupt replica list should be broken down into smaller iterations to avoid a single long wait.

Since this operation holds NameNode write lock for more than 45 seconds, the default ZKFC connection timeout, it implies an extreme case like this (100 million corrupt blocks) could lead to NameNode failover."
To detect fsimage corruption on the spot,HDFS-13031,"Since we fixed HDFS-9406, there are new cases reported from the field that similar fsimage corruption happens. We need good fsimage + editlogs to replay to reproduce the corruption. However, usually when the corruption is detected (at later NN restart), the good fsimage is already deleted.

We need to have a way to detect fsimage corruption on the spot. Currently what I think we could do is:
 # after SNN creates a new fsimage, it spawn a new modified NN process (NN with some new command line args) to just load the fsimage and do nothing else.聽
 # If the process failed, the currently running SNN will do either a) backup the fsimage + editlogs or b) no longer do checkpointing. And it need to somehow raise a flag to user that the fsimage is corrupt.

In step 2, if we do a, we need to introduce new NN->JN API to backup editlogs; if we do b, it changes SNN's behavior, and kind of not compatible.聽
"
"RBF: Remove FSCK from Router Web UI, because fsck is not supported currently",HDFS-13803,"When i click FSCK on Router Web UI Utilities, i got errors
{quote}
HTTP ERROR 404
Problem accessing /fsck. Reason:

    NOT_FOUND
Powered by Jetty://
{quote}
I deep into the source code and find that fsck is not supported currently, So i think we should remove FSCK from Router Web UI"
[DOC] update flag is not necessary to avoid verifying checksums,HDFS-13764,"We mentioned to use ""-update"" option to avoid checksum in the following doc:

[https://hadoop.apache.org/docs/r2.7.3/hadoop-project-dist/hadoop-hdfs/TransparentEncryption.html#Copying_between_encrypted_and_unencrypted_locations]
{code:java}
Copying between encrypted and unencrypted locations
By default, distcp compares checksums provided by the filesystem to verify that the data was successfully copied to the destination. When copying between an unencrypted and encrypted location, the filesystem checksums will not match since the underlying block data is different. In this case, specify the聽-skipcrccheck聽and聽-update聽distcp flags to avoid verifying checksums.
{code}
聽

But actually, ""-update"" option is not necessary, only ""-skipcrccheck"" is needed. Can we change it to:

聽
{code:java}
Copying between encrypted and unencrypted locations
By default, distcp compares checksums provided by the filesystem to verify that the data was successfully copied to the destination. When copying between an unencrypted and encrypted location, the filesystem checksums will not match since the underlying block data is different. In this case, specify the聽-skipcrccheck聽flags to avoid verifying checksums.
{code}
聽"
"""hdfs dfs -du -h /*"" shows local dir instead of HDFS dir",HDFS-13751,"Hi,

""hdfs dfs -du聽 -h / ""command shows below result.

0聽 聽 聽 聽 /app-logs

95.2 G 聽 /apps

0聽 聽 聽 聽 /ats

249.8 M聽 /hdp

0聽 聽 聽 聽 /mapred

0聽 聽 聽 聽 /mr-history

0聽 聽 聽 聽 /ngs

18.2 M 聽 /tmp

431.5 M聽 /user

聽

Where as adding a * as ""hdfs dfs -du聽 -h /* "" shows below result.

du: `/bin': No such file or directory

du: `/boot': No such file or directory

du: `/cgroup': No such file or directory

du: `/cgroups_test': No such file or directory

du: `/dev': No such file or directory

du: `/etc': No such file or directory

du: `/hadoop': No such file or directory

du: `/home': No such file or directory

du: `/lib': No such file or directory

du: `/lib64': No such file or directory

du: `/lost+found': No such file or directory

du: `/media': No such file or directory

du: `/mnt': No such file or directory

du: `/ngs1': No such file or directory

du: `/ngs2': No such file or directory

du: `/ngs3': No such file or directory

du: `/ngs4': No such file or directory

du: `/ngs5': No such file or directory

du: `/ngs6': No such file or directory

du: `/ngs7': No such file or directory

du: `/ngs8': No such file or directory

du: `/opt': No such file or directory

du: `/proc': No such file or directory

du: `/root': No such file or directory

du: `/sbin': No such file or directory

du: `/selinux': No such file or directory

du: `/srv': No such file or directory

du: `/sys': No such file or directory

聽

0聽 聽 聽 聽 /tmp/demo

0聽 聽 聽 聽 /tmp/demo1

0聽 聽 聽 聽 /tmp/entity-file-history

390.8 K聽 /tmp/examples

64.8 K 聽 /tmp/examples.tar.gz

3.3 K聽 聽 /tmp/ide20a8b61_date472418

3.3 K聽 聽 /tmp/ide20a9661_date432418

3.3 K聽 聽 /tmp/ide20a9961_date151318

3.3 K聽 聽 /tmp/ide20aa061_date082418

17.7 M 聽 /tmp/lib_20180406111044

聽

聽

Why does adding ""*"" re-directs to local dir instead of HDFS dir.

聽

Thanks"
